model,meeting,bucket,block_id_standard,block_id_exclusive,flagged_standard,flagged_exclusive,start,speaker_standard,speaker_exclusive,text_standard,text_exclusive
qwen3.5-9b-q6,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,154,153,0,1,5272.52,SPEAKER_19,SPEAKER_19,for that are you speaking about the what as far as the bonds yeah which you're gonna get her a copy of where that's going to we can't change the bond at the,for that are you speaking about the what as far as the bonds yeah which you're gonna get her a copy of where that's going to we can't change the bond at the
qwen3.5-9b-q6,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,155,154,0,1,5286.36,SPEAKER_18,SPEAKER_18,allocations of those funds ministry but you could use it for some of that so,allocations of those funds ministry but you could use it for some of that so
qwen3.5-9b-q6,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,156,155,0,1,5290.12,SPEAKER_17,SPEAKER_17,that the bond can decrease no that's not true you can't I think mr. Harris just mentioned that it's available on the website with the materials for the meeting. It lists the projects from 2018. That was for the sewer fund. Then there's the water fund. Those were projects from 2022. Those are project,that the bond can decrease no that's not true you can't I think mr. Harris just mentioned that it's available on the website with the materials for the meeting. It lists the projects from 2018. That was for the sewer fund. Then there's the water fund. Those were projects from 2022. Those are project
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,73,74,1,0,3444.0,SPEAKER_14,SPEAKER_14,jessica lopez link sdpa um thank you for clarifying that um may i suggest next time that we have something like this we know these things in advance so when these questions come up you're not getting the response that you're getting from the community if you would have have known in advance that the,jessica lopez link sdpa um thank you for clarifying that um may i suggest next time that we have something like this we know these things in advance so when these questions come up you're not getting the response that you're getting from the community if you would have have known in advance that the
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,92,93,0,1,3902.53,SPEAKER_22,SPEAKER_22,project so that bond approved a series of projects within that right and which where are you going to,project so that bond approved a series of projects within that right and which where are you going to
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,93,94,0,1,3908.05,SPEAKER_07,SPEAKER_07,apply that 2 million point what was it 2 million point 3 or something and I'm asking what are those projects are they sewer and water projects or what projects are they they are sewer projects thank you there's a difference,apply that 2 million point what was it 2 million point 3 or something and I'm asking what are those projects are they sewer and water projects or what projects are they they are sewer projects thank you there's a difference
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,94,95,0,1,3928.55,SPEAKER_17,SPEAKER_17,between capital thank you was referencing was our operating budget capital projects are separate from our operating budget there's a capital budget and operating budget right these are capital costs in the store in this,between capital thank you was referencing was our operating budget capital projects are separate from our operating budget there's a capital budget and operating budget right these are capital costs in the store in this
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,117,118,1,0,4506.64,SPEAKER_19,SPEAKER_19,okay yes our rate payers may see an impact if this is a loan on a grant,okay yes our rate payers may see an impact if this is a loan on a grant
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,118,119,1,0,4513.56,SPEAKER_07,SPEAKER_07,let me just this question so I don't have to get up again and so the purpose of applying for two separate applications that reason is because I know we have an application fee why can't we not combine them both for one application for Penn Vest? I think it's just because of the nature of these two,let me just this question so I don't have to get up again and so the purpose of applying for two separate applications that reason is because I know we have an application fee why can't we not combine them both for one application for Penn Vest? I think it's just because of the nature of these two
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,119,120,1,0,4533.86,SPEAKER_05,SPEAKER_05,"projects are totally different. Like one is related to the interior service line and then the other is for the water main that is going from Susquehanna to the treatment plant, from the treatment plant to the distribution network. So it's not a","projects are totally different. Like one is related to the interior service line and then the other is for the water main that is going from Susquehanna to the treatment plant, from the treatment plant to the distribution network. So it's not a"
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,131,130,0,1,4706.36,SPEAKER_05,SPEAKER_05,basically accelerated the timeline on this process mm-hmm and out of the interior lines as well I didn't know I don't know if you want to speak to that,basically accelerated the timeline on this process mm-hmm and out of the interior lines as well I didn't know I don't know if you want to speak to that
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,132,131,0,1,4716.54,SPEAKER_17,SPEAKER_17,"Mr. Rauch just to say the city has been replacing lead laterals off the water lines for decades which is why we have so few the the new law that has been passed both accelerates the remaining replacement of those lead lines those laterals of which there are less than 1% out of the 50,000 lines that ","Mr. Rauch just to say the city has been replacing lead laterals off the water lines for decades which is why we have so few the the new law that has been passed both accelerates the remaining replacement of those lead lines those laterals of which there are less than 1% out of the 50,000 lines that "
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,148,147,0,1,5077.46,SPEAKER_07,SPEAKER_07,So we're talking about maybe $90 million we will be borrowing and taxpayers will be footing that bill?,So we're talking about maybe $90 million we will be borrowing and taxpayers will be footing that bill?
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,149,148,0,1,5085.15,SPEAKER_19,SPEAKER_19,Rate payers in the water system?,Rate payers in the water system?
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_shifted,150,149,0,1,5088.29,SPEAKER_07,SPEAKER_07,"Tax payers. Oh, rate payers will pay? The $90 million utility? Yes. Even for the PennVest loan? Correct. Okay, very good. Infrastructure is extremely expensive. I have learned this. It really is. And since we do have 10 years, and I did attend a water meeting that the Public Works Department put on,","Tax payers. Oh, rate payers will pay? The $90 million utility? Yes. Even for the PennVest loan? Correct. Okay, very good. Infrastructure is extremely expensive. I have learned this. It really is. And since we do have 10 years, and I did attend a water meeting that the Public Works Department put on,"
qwen3.5-9b-q8,"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]",chunk_identical,199,196,1,0,7558.68,SPEAKER_09,SPEAKER_09,"It is a very brief question, and I appreciate that. Thank you so much. Last week, I did have a question about the water rates and how we're going to be impacted as residents the percentage that we might anticipate of the water rates going up as a result of the improvement projects I found myself so ","It is a very brief question, and I appreciate that. Thank you so much. Last week, I did have a question about the water rates and how we're going to be impacted as residents the percentage that we might anticipate of the water rates going up as a result of the improvement projects I found myself so "
qwen3.5-9b-q6,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]",chunk_shifted,52,52,1,0,4014.69,SPEAKER_20,SPEAKER_20,"Good evening. Thank you, sorry. I came here directly from a meeting with my family about end-of-life care for my father, so I hope that that shows how important this is to me. I'm very sorry to hear that,","Good evening. Thank you, sorry. I came here directly from a meeting with my family about end-of-life care for my father, so I hope that that shows how important this is to me. I'm very sorry to hear that,"
